Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,month,day,Total_power_use
0.414,0.218,239.45,1.8,0,1,1,5,8,2
1.856,0.064,236.77,7.8,0,0,17,2,25,17
0.422,0.208,245.6,1.8,0,0,1,5,8,1
0.216,0.064,246.21,1.0,0,0,0,1,18,0
1.322,0.118,242.33,5.4,1,0,0,1,21,1
3.676,0.194,233.81,15.6,36,1,18,5,5,55
2.142,0.126,239.54,8.8,0,0,18,12,2,18
0.176,0.0,242.38,0.8,0,0,1,8,30,1
2.858,0.088,238.41,12.0,0,0,18,11,2,18
0.308,0.182,247.79,1.4,0,1,0,1,11,1
0.352,0.126,242.5,1.6,0,0,0,12,1,0
0.21,0.076,240.73,0.8,0,0,0,10,2,0
1.372,0.048,237.98,5.6,0,0,18,2,14,18
0.42,0.086,242.75,1.6,0,0,1,3,25,1
0.756,0.174,240.66,3.4,0,9,1,9,6,10
0.404,0.0,242.89,1.6,0,0,0,5,23,0
2.07,0.12,240.11,8.6,0,1,18,9,10,19
1.324,0.056,237.16,5.6,0,0,17,3,10,17
0.484,0.108,233.68,2.2,0,0,1,5,27,1
1.364,0.058,238.7,5.6,1,0,18,6,7,19
0.11,0.0,241.95,0.6,0,0,0,9,21,0
0.23,0.104,240.89,1.0,0,0,0,5,23,0
0.418,0.224,238.19,2.0,0,2,0,5,17,2
0.31,0.21,244.42,1.6,0,2,1,7,15,3
2.678,0.382,241.67,12.0,13,0,0,1,3,13
1.456,0.0,242.34,6.0,0,0,18,1,28,18
0.506,0.168,238.47,3.4,0,0,1,7,2,1
0.162,0.0,240.23,0.6,0,0,0,5,23,0
0.36,0.094,240.29,1.6,0,0,0,9,28,0
0.486,0.206,239.91,2.2,0,0,1,5,12,1
0.254,0.074,242.59,1.0,0,0,1,9,1,1
0.286,0.0,242.9,1.2,0,0,0,3,14,0
0.6,0.072,242.54,2.4,0,0,0,2,1,0
1.662,0.074,242.74,6.8,0,0,18,12,12,18
1.518,0.0,240.58,6.2,0,0,18,10,2,18
1.51,0.0,240.13,6.2,0,0,19,8,30,19
5.194,0.31,241.54,21.4,46,1,18,3,1,65
1.474,0.094,243.31,6.0,0,0,18,3,29,18
1.478,0.0,242.41,6.0,0,0,18,2,14,18
0.254,0.0,241.21,1.0,0,0,1,4,17,1
0.294,0.214,236.54,1.4,0,0,0,7,25,0
0.434,0.246,242.66,2.0,0,1,1,8,3,2
0.326,0.084,242.62,1.4,0,0,0,10,8,0
0.246,0.06,239.39,1.0,0,0,0,4,18,0
1.424,0.26,237.58,6.0,0,4,1,12,26,5
0.404,0.118,243.39,1.8,0,0,0,2,23,0
0.216,0.126,233.87,1.0,0,0,0,8,11,0
3.282,0.284,240.39,14.0,0,1,19,11,26,20
0.648,0.126,245.52,2.6,0,0,0,1,30,0
2.044,0.228,240.43,8.4,1,0,0,3,15,1
0.246,0.0,242.79,1.0,0,0,1,10,20,1
0.886,0.106,239.82,3.6,0,0,12,7,29,12
1.634,0.29,238.78,6.8,0,2,18,7,10,20
1.936,0.282,239.37,8.0,1,2,0,10,8,3
1.45,0.0,238.59,6.0,0,0,17,12,6,17
1.92,0.162,237.91,8.0,0,0,17,1,16,17
0.376,0.162,229.02,1.8,0,0,0,5,25,0
0.398,0.132,240.41,1.8,0,0,0,4,16,0
0.16,0.0,243.72,0.6,0,0,0,7,8,0
3.786,0.376,235.42,16.2,0,0,17,1,17,17
0.34,0.256,241.46,1.8,0,0,1,8,10,1
2.664,0.0,243.31,11.2,0,23,0,12,17,23
3.922,0.046,236.61,16.6,0,0,17,11,22,17
0.442,0.152,245.54,2.0,0,1,0,1,19,1
0.19,0.0,242.75,0.8,0,0,1,9,2,1
0.318,0.096,237.02,1.4,0,0,0,6,2,0
0.384,0.374,243.25,2.2,0,1,0,8,23,1
1.536,0.074,230.96,6.6,0,0,16,5,7,16
1.264,0.176,238.64,6.6,0,0,0,6,23,0
2.85,0.284,238.88,12.0,1,0,18,5,26,19
2.052,0.234,237.13,8.6,0,0,18,4,22,18
3.386,0.356,232.24,14.6,37,0,0,5,4,37
2.32,0.26,241.88,9.6,0,0,19,12,19,19
2.786,0.112,244.55,11.4,0,40,0,2,4,40
1.604,0.184,240.25,6.6,0,0,18,5,30,18
0.538,0.0,247.05,2.6,0,0,0,1,23,0
0.504,0.0,241.08,2.0,0,0,0,3,1,0
1.346,0.054,247.44,5.4,0,0,19,12,9,19
1.428,0.0,241.68,5.8,0,1,19,1,24,20
1.328,0.0,241.6,5.4,0,0,18,2,24,18
1.41,0.098,241.29,5.8,0,0,18,10,12,18
1.418,0.106,240.98,5.8,0,0,19,1,22,19
1.194,0.086,235.18,5.0,0,1,17,8,27,18
1.228,0.138,241.9,5.0,0,0,11,4,29,11
1.492,0.074,237.85,6.2,1,0,18,5,12,19
1.434,0.088,244.59,5.8,0,0,19,11,2,19
0.42,0.196,238.43,1.8,0,2,1,7,30,3
0.396,0.116,242.56,1.8,0,1,0,3,6,1
2.832,0.406,235.48,12.0,0,0,17,12,27,17
0.406,0.228,244.66,1.8,0,1,0,3,12,1
2.476,0.1,239.78,10.2,0,0,19,4,21,19
0.318,0.0,238.62,1.4,0,0,1,10,21,1
0.302,0.238,239.87,1.6,0,1,1,6,22,2
0.218,0.104,241.63,1.0,0,1,1,6,4,2
0.104,0.0,236.72,0.4,0,0,0,8,3,0
0.408,0.21,236.72,1.8,0,2,0,5,26,2
1.484,0.138,242.57,6.0,0,1,18,12,28,19
1.028,0.396,239.11,4.6,0,1,12,7,4,13
0.38,0.246,241.23,1.8,0,1,0,8,28,1
0.276,0.0,246.15,1.2,0,0,0,12,16,0
0.398,0.224,240.46,1.8,0,1,0,1,19,1
1.796,0.404,240.58,9.0,8,0,1,5,31,9
0.486,0.324,242.11,2.4,0,2,1,7,8,3
0.084,0.0,243.3,0.2,0,0,0,8,16,0
0.522,0.0,245.58,2.0,0,0,0,3,20,0
0.254,0.068,244.54,1.0,0,1,1,9,6,2
0.222,0.0,239.23,1.0,0,0,0,2,4,0
0.738,0.248,243.17,3.2,1,0,1,6,13,2
3.092,0.072,238.1,12.8,0,0,1,5,24,1
0.222,0.0,249.08,0.8,0,0,0,2,2,0
1.132,0.248,236.39,4.8,0,5,0,5,20,5
2.784,0.104,239.79,11.6,2,2,18,2,8,22
1.22,0.226,239.14,5.2,0,1,1,4,9,2
0.408,0.252,241.16,2.0,0,1,0,2,19,1
4.186,0.054,239.56,17.4,37,0,18,6,10,55
1.378,0.0,232.37,5.8,0,0,16,5,28,16
2.096,0.286,238.47,8.8,0,2,18,6,16,20
1.61,0.136,234.47,7.0,0,0,18,5,29,18
1.636,0.0,240.35,6.8,0,0,1,5,12,1
0.436,0.292,242.0,2.2,0,1,0,10,26,1
0.264,0.072,242.17,1.4,0,1,1,9,14,2
1.422,0.322,239.19,6.8,0,0,1,3,31,1
0.668,0.408,240.84,3.2,0,1,0,4,5,1
2.752,0.354,235.7,11.6,0,37,0,6,21,37
1.594,0.23,241.53,6.6,0,0,19,6,12,19
1.536,0.216,233.82,6.6,0,0,17,8,13,17
0.108,0.0,239.74,0.6,0,0,0,9,20,0
0.308,0.23,240.7,1.6,0,1,0,7,16,1
0.53,0.204,238.53,2.4,0,2,0,9,25,2
3.178,0.22,238.59,13.4,0,0,17,1,24,17
0.17,0.0,242.35,0.8,0,0,1,6,4,1
0.456,0.0,234.1,2.2,0,0,0,5,22,0
0.16,0.0,239.61,0.6,0,0,1,5,15,1
0.128,0.0,237.03,0.6,0,0,0,5,1,0
0.338,0.274,242.5,1.8,0,1,0,9,9,1
0.156,0.0,240.41,0.6,0,0,0,6,25,0
0.454,0.222,243.46,2.2,1,0,1,6,5,2
0.306,0.082,244.73,1.2,0,0,0,11,6,0
0.262,0.058,242.53,1.2,0,0,0,11,7,0
0.23,0.112,238.26,1.0,0,0,1,7,8,1
1.71,0.0,239.4,7.2,0,0,18,12,31,18
0.398,0.06,238.3,1.6,0,0,0,2,18,0
1.284,0.0,237.71,5.4,0,0,18,5,6,18
0.328,0.172,243.38,1.6,0,2,0,1,7,2
1.288,0.076,237.75,5.4,0,0,18,5,5,18
1.986,0.3,245.34,8.2,0,1,1,12,29,2
1.394,0.302,238.41,5.8,0,0,18,9,11,18
1.464,0.22,240.23,6.0,0,0,19,9,29,19
0.138,0.0,242.36,0.6,0,0,0,9,25,0
0.22,0.0,237.42,1.0,0,0,0,5,26,0
0.214,0.076,241.29,0.8,0,0,1,9,28,1
1.514,0.194,244.8,6.2,1,1,19,3,25,21
0.292,0.232,242.57,1.4,0,1,1,9,30,2
4.368,0.094,238.31,18.4,1,34,17,11,15,52
1.314,0.064,241.19,5.4,0,0,18,3,8,18
2.57,0.126,240.24,10.6,0,0,19,1,8,19
1.4,0.132,237.15,5.8,0,1,17,5,17,18
1.254,0.052,236.76,5.2,0,0,17,11,19,17
1.694,0.096,238.31,7.0,0,0,1,1,20,1
0.308,0.068,241.47,1.2,0,0,0,2,18,0
0.418,0.244,245.11,2.0,0,0,0,12,8,0
1.582,0.0,240.17,6.6,0,0,17,4,6,17
0.284,0.188,235.69,1.4,0,2,0,7,20,2
0.084,0.0,243.95,0.2,0,0,0,8,25,0
3.034,0.222,239.19,12.6,0,1,18,4,9,19
1.78,0.21,240.5,7.6,0,0,19,4,25,19
2.842,0.236,237.03,12.0,0,1,18,11,20,19
0.172,0.0,239.39,0.8,0,0,0,8,23,0
0.358,0.058,238.46,1.8,0,0,0,9,13,0
1.356,0.172,230.46,5.8,0,1,16,5,25,17
1.808,0.07,246.96,7.2,0,0,19,11,30,19
1.314,0.048,244.05,5.4,0,0,18,3,18,18
0.224,0.0,237.99,1.0,0,0,0,7,3,0
1.736,0.224,238.13,7.2,0,0,18,9,9,18
0.566,0.24,245.57,2.6,0,0,0,12,5,0
0.314,0.088,241.05,1.2,0,2,1,5,8,3
0.332,0.18,243.58,1.6,0,0,0,9,5,0
0.212,0.0,239.4,1.2,0,0,1,9,3,1
1.516,0.172,239.38,6.4,0,1,12,7,17,13
0.186,0.104,241.81,0.8,0,0,0,6,13,0
0.906,0.354,243.45,4.0,0,0,12,7,18,12
1.004,0.0,246.66,4.4,0,0,0,1,21,0
1.332,0.064,243.16,5.4,0,0,19,2,15,19
1.8,0.438,238.25,8.4,0,0,18,7,13,18
2.06,0.268,238.4,8.6,0,0,29,8,30,29
0.304,0.214,240.49,1.4,0,0,1,7,31,1
1.376,0.074,243.24,5.6,0,2,18,2,23,20
0.296,0.112,242.45,1.4,0,0,0,9,5,0
1.742,0.096,237.22,7.6,2,1,17,12,8,20
1.356,0.048,240.41,5.6,0,0,18,8,17,18
1.276,0.0,235.4,5.4,0,0,17,3,17,17
1.626,0.102,237.02,6.8,0,0,1,10,20,1
2.596,0.0,242.73,10.6,1,36,0,3,4,37
1.958,0.164,236.94,8.2,1,0,17,4,1,18
3.5,0.076,238.02,15.0,0,24,17,3,4,41
0.236,0.14,240.15,1.0,0,0,1,8,29,1
0.242,0.116,242.0,1.0,0,0,1,5,16,1
2.326,0.078,237.79,9.8,0,0,17,1,20,17
1.266,0.148,241.03,5.2,0,0,0,9,12,0
1.294,0.0,239.09,5.4,0,0,17,2,14,17
0.294,0.074,241.35,1.2,0,0,1,11,15,1
1.456,0.208,239.57,6.0,0,1,17,2,21,18
0.302,0.212,242.81,1.4,0,2,1,7,17,3
0.292,0.0,237.77,1.2,0,0,0,4,7,0
0.266,0.0,241.79,1.0,0,0,1,5,17,1
1.708,0.118,237.2,7.2,0,6,18,4,17,24
0.744,0.346,242.73,3.6,0,0,1,6,16,1
0.334,0.092,242.51,1.4,0,0,0,8,3,0
0.32,0.232,239.36,1.6,0,1,0,6,19,1
0.346,0.202,235.72,1.6,0,2,0,4,24,2
0.536,0.088,237.36,2.4,0,2,0,5,16,2
0.968,0.306,239.75,4.2,0,0,0,11,10,0
0.416,0.216,246.83,1.8,0,0,0,2,3,0
4.324,0.0,234.44,18.4,37,0,0,3,6,37
1.382,0.072,238.79,5.8,0,0,18,7,24,18
1.434,0.186,243.06,5.8,0,0,19,1,3,19
0.886,0.112,243.96,3.8,0,0,0,1,4,0
0.222,0.0,245.36,1.0,0,0,0,3,20,0
0.242,0.0,241.78,1.0,0,0,1,9,29,1
0.298,0.084,239.87,1.2,0,0,0,9,27,0
0.254,0.27,240.04,1.4,0,1,1,8,27,2
0.436,0.08,242.48,2.0,0,2,0,9,15,2
1.006,0.18,236.2,4.4,0,2,1,10,19,3
0.264,0.102,243.88,1.2,0,1,0,6,27,1
0.25,0.056,240.05,1.0,0,0,1,6,2,1
0.306,0.082,242.48,1.2,0,2,1,10,30,3
1.41,0.182,240.27,5.8,0,0,18,6,1,18
1.38,0.096,241.58,5.6,0,0,0,3,6,0
3.238,0.0,236.48,13.6,0,0,17,2,7,17
1.72,0.068,239.79,7.2,0,0,18,9,4,18
0.71,0.0,240.34,3.0,0,0,0,1,28,0
0.984,0.0,239.52,4.0,0,0,0,5,8,0
0.528,0.09,240.43,2.2,0,0,0,5,23,0
0.232,0.112,241.24,1.0,0,0,0,6,28,0
0.436,0.186,241.59,2.0,0,2,1,4,17,3
0.258,0.0,246.28,1.0,0,0,0,11,9,0
1.98,0.058,243.9,8.0,1,0,18,1,18,19
2.404,0.076,237.3,10.0,0,0,0,3,11,0
1.532,0.064,241.73,6.2,0,0,0,3,14,0
1.936,0.206,239.36,8.0,0,0,18,5,14,18
1.092,0.058,242.89,4.6,0,0,0,11,19,0
4.198,0.07,233.74,17.8,0,0,17,12,29,17
0.22,0.0,247.81,0.8,0,0,0,3,20,0
1.524,0.248,242.15,6.4,0,2,18,3,16,20
2.904,0.19,236.47,12.2,0,2,18,3,4,20
0.36,0.112,243.2,1.6,0,0,0,3,23,0
0.314,0.068,244.25,1.2,0,0,1,4,28,1
0.434,0.244,241.47,2.0,0,2,0,3,6,2
0.658,0.0,238.82,2.8,0,0,0,2,14,0
0.396,0.068,242.96,1.8,0,0,0,3,5,0
0.24,0.112,240.76,1.0,0,0,0,9,2,0
1.494,0.32,239.53,6.2,0,1,18,9,26,19
1.434,0.072,241.97,5.8,0,0,17,12,3,17
0.25,0.26,242.19,1.4,0,0,0,8,11,0
1.392,0.0,238.22,5.8,0,0,18,9,15,18
0.478,0.0,242.59,2.0,0,0,0,10,20,0
0.348,0.076,245.49,1.4,0,0,1,12,27,1
1.756,0.168,239.49,7.2,1,0,0,10,15,1
0.34,0.064,249.04,1.4,0,0,1,2,11,1
1.39,0.206,236.11,5.8,0,2,0,3,3,2
2.866,0.0,242.19,12.4,0,24,18,2,15,42
1.584,0.334,235.26,6.8,0,0,17,7,16,17
1.234,0.09,238.34,5.2,1,0,0,11,30,1
1.368,0.1,239.38,5.6,0,0,18,4,13,18
1.602,0.046,242.51,6.6,0,0,18,12,20,18
0.454,0.098,243.66,2.0,0,0,0,4,12,0
0.376,0.114,245.55,1.6,0,0,1,4,16,1
0.324,0.0,246.45,1.4,0,0,0,1,22,0
0.304,0.08,237.17,1.2,0,1,0,5,16,1
4.024,0.122,236.29,17.0,38,0,0,2,17,38
3.726,0.0,238.05,15.6,0,0,17,11,16,17
0.338,0.232,242.86,1.6,0,0,0,8,7,0
0.266,0.092,238.17,1.2,0,0,0,8,5,0
0.262,0.0,243.5,1.2,0,0,0,3,6,0
0.206,0.108,241.07,1.0,0,0,0,9,6,0
0.356,0.256,243.34,1.8,0,2,0,8,19,2
0.336,0.116,245.17,1.4,0,0,0,5,30,0
0.156,0.0,241.94,0.6,0,0,1,8,4,1
0.124,0.0,239.89,0.6,0,0,0,4,18,0
1.846,0.172,241.99,7.6,0,0,19,10,20,19
4.826,0.194,238.75,20.8,17,38,18,10,3,73
3.982,0.084,237.32,16.6,0,0,0,2,17,0
1.64,0.066,239.49,6.8,0,2,17,2,23,19
1.476,0.134,243.66,6.0,0,0,19,2,7,19
1.562,0.264,237.14,6.6,0,2,17,7,23,19
2.988,0.064,238.0,12.4,0,1,18,2,19,19
1.544,0.328,241.87,6.4,0,2,18,6,19,20
2.012,0.0,243.08,8.2,0,0,19,11,8,19
1.376,0.13,241.63,5.6,0,0,18,5,23,18
2.166,0.344,239.85,9.8,0,1,19,5,20,20
0.35,0.12,243.9,1.4,0,0,1,4,28,1
0.164,0.0,241.99,0.8,0,0,0,4,17,0
0.174,0.0,241.92,0.8,0,0,1,8,23,1
0.312,0.112,245.9,1.4,0,0,0,3,17,0
0.76,0.0,240.67,3.2,0,0,0,1,26,0
3.45,0.0,238.23,14.4,38,0,18,6,21,56
0.202,0.0,240.58,0.8,0,0,0,11,1,0
0.344,0.05,243.04,1.4,0,1,1,10,5,2
1.38,0.094,240.71,5.8,0,0,11,9,10,11
1.568,0.0,244.65,6.4,0,0,19,10,6,19
1.36,0.066,240.52,5.6,0,1,18,3,16,19
0.398,0.222,240.7,1.8,0,2,1,10,31,3
0.32,0.204,239.79,1.6,0,2,1,7,24,3
0.528,0.074,241.22,2.4,0,0,0,11,3,0
0.318,0.078,244.79,1.2,0,0,0,11,26,0
0.448,0.078,242.19,1.8,0,0,1,10,21,1
0.328,0.13,244.21,1.4,0,0,1,12,8,1
1.94,0.346,238.28,8.6,0,1,1,10,5,2
0.222,0.136,240.8,1.0,0,1,0,7,5,1
2.278,0.06,240.17,9.4,0,0,0,3,25,0
3.388,0.454,237.42,14.6,0,27,18,10,14,45
0.17,0.0,241.42,0.6,0,0,1,9,7,1
2.156,0.0,245.47,8.8,0,0,18,1,28,18
1.456,0.124,240.91,6.0,0,0,18,2,23,18
0.244,0.104,239.89,1.0,0,2,0,8,9,2
1.346,0.0,243.71,5.4,0,0,18,3,10,18
0.358,0.21,239.67,1.6,0,1,1,7,11,2
0.39,0.108,249.32,1.6,0,0,0,1,9,0
0.11,0.0,236.38,0.6,0,0,0,7,2,0
0.292,0.1,242.84,1.2,0,2,0,11,4,2
2.894,0.216,239.92,12.0,0,0,17,11,27,17
1.336,0.056,241.17,7.0,0,3,0,8,31,3
0.402,0.144,244.13,1.8,0,1,1,2,8,2
0.228,0.0,247.3,1.0,0,0,0,11,24,0
0.168,0.0,241.07,0.8,0,0,1,6,3,1
0.386,0.0,242.86,1.6,0,3,0,7,6,3
1.48,0.288,240.25,6.2,0,0,19,7,25,19
0.116,0.0,240.04,0.6,0,0,0,6,15,0
1.254,0.0,238.78,5.2,0,0,17,10,31,17
1.424,0.196,241.02,5.8,0,0,18,8,29,18
1.292,0.0,241.33,5.2,0,0,17,2,24,17
0.136,0.0,236.74,0.6,0,0,1,8,4,1
0.234,0.114,242.58,1.0,0,1,1,8,3,2
0.206,0.138,242.08,1.0,0,0,0,8,21,0
1.254,0.0,241.58,5.2,0,1,1,3,27,2
0.276,0.0,238.16,1.2,0,0,2,7,13,2
0.69,0.0,241.47,3.0,0,0,1,9,15,1
0.414,0.106,242.24,1.8,0,1,1,12,3,2
0.144,0.0,240.48,0.6,0,0,1,9,5,1
1.53,0.0,240.67,6.4,0,0,0,11,13,0
0.19,0.0,244.6,0.8,0,0,0,8,28,0
1.354,0.09,242.45,5.6,0,0,19,6,8,19
0.352,0.11,242.34,1.4,0,1,1,4,6,2
0.344,0.248,240.61,1.8,0,2,0,4,17,2
1.36,0.302,233.52,5.8,0,1,17,4,26,18
0.324,0.132,245.46,1.4,0,0,1,11,7,1
1.96,0.164,240.58,8.4,0,27,1,6,19,28
0.258,0.1,243.3,1.2,0,0,1,9,24,1
3.436,0.096,238.45,14.6,2,0,18,1,13,20
0.386,0.0,237.01,1.6,1,3,0,7,22,4
0.498,0.084,234.34,2.0,0,0,0,8,4,0
0.15,0.0,241.85,0.6,0,0,1,9,12,1
0.326,0.106,243.69,1.4,0,0,1,6,30,1
1.598,0.152,242.21,6.6,0,3,1,1,27,4
0.37,0.236,241.68,1.8,0,2,1,7,8,3
2.36,0.0,241.24,9.6,0,0,18,1,1,18
0.22,0.106,239.0,1.0,0,0,0,7,5,0
1.93,0.072,236.45,8.2,0,0,17,3,15,17
1.39,0.218,243.34,5.8,0,1,18,9,11,19
4.338,0.224,238.76,18.2,49,0,1,1,18,50
1.906,0.054,238.9,8.0,0,0,17,1,22,17
0.376,0.064,241.34,1.6,0,0,1,3,9,1
1.026,0.294,236.24,4.4,2,1,1,10,24,4
1.322,0.206,239.42,5.6,0,2,18,6,13,20
0.268,0.046,243.78,1.2,0,0,0,1,6,0
0.572,0.294,242.2,2.6,0,0,1,8,29,1
0.576,0.124,234.29,2.4,0,0,0,7,31,0
0.472,0.234,243.53,2.2,0,0,1,5,6,1
0.576,0.08,242.94,2.4,0,0,1,5,3,1
0.318,0.236,242.51,1.6,0,1,0,7,15,1
0.798,0.064,239.92,4.0,0,0,2,3,24,2
1.766,0.298,237.74,7.4,0,1,18,7,1,19
0.534,0.0,243.13,2.2,0,0,0,1,31,0
0.602,0.054,244.48,2.4,0,0,0,1,8,0
0.886,0.0,240.74,3.6,0,0,1,9,9,1
0.16,0.0,244.1,0.6,0,0,1,8,15,1
0.398,0.098,241.61,1.8,0,0,1,5,4,1
1.426,0.106,241.24,5.8,0,0,19,1,28,19
1.792,0.2,240.77,7.4,0,0,18,12,22,18
0.222,0.13,241.35,1.0,0,2,0,7,26,2
2.428,0.0,241.18,10.0,0,0,18,1,19,18
0.638,0.16,242.54,2.6,0,1,1,5,4,2
0.822,0.38,241.72,3.8,0,1,0,6,17,1
0.56,0.226,238.21,2.6,1,5,1,6,24,7
0.272,0.1,240.15,1.2,0,2,0,9,9,2
1.212,0.064,231.39,5.2,0,0,16,4,24,16
0.162,0.064,242.21,0.8,0,0,1,9,7,1
1.36,0.0,244.41,5.4,0,0,0,11,12,0
1.784,0.254,246.54,7.2,0,0,0,3,9,0
0.22,0.052,241.94,1.0,0,0,0,11,26,0
0.314,0.112,239.87,1.4,1,1,1,7,4,3
1.74,0.132,243.39,7.2,0,0,18,2,3,18
1.376,0.0,246.01,5.6,0,0,19,5,11,19
1.284,0.048,232.87,5.4,0,0,17,6,1,17
1.398,0.08,240.02,5.8,0,0,19,7,31,19
0.304,0.134,241.08,1.6,0,0,1,7,23,1
0.352,0.136,246.73,1.4,0,0,0,4,9,0
0.764,0.092,238.7,3.2,2,0,1,10,12,3
1.572,0.328,243.35,6.6,0,1,18,4,1,19
0.272,0.084,242.74,1.2,0,0,1,9,8,1
1.302,0.0,242.0,5.4,0,0,18,2,1,18
1.886,0.28,244.71,7.8,0,0,0,12,2,0
0.75,0.362,243.75,3.4,0,1,0,7,20,1
0.548,0.108,244.84,2.2,0,1,0,3,19,1
1.456,0.092,243.64,6.0,0,0,18,3,27,18
1.286,0.0,239.65,5.2,0,0,17,12,3,17
0.258,0.07,240.61,1.2,0,0,0,11,15,0
2.278,0.21,247.81,9.2,0,2,20,1,5,22
0.382,0.226,241.39,1.8,0,1,0,10,29,1
0.342,0.0,238.33,1.8,0,0,1,7,30,1
1.474,0.112,238.44,6.2,0,0,17,11,22,17
1.464,0.306,241.02,6.2,0,1,0,7,22,1
0.366,0.226,241.64,1.8,0,1,0,8,23,1
2.5,0.26,235.77,10.6,1,2,17,12,6,20
0.562,0.118,243.01,2.4,0,1,0,11,4,1
0.43,0.18,241.6,1.8,0,0,0,5,10,0
0.238,0.138,244.17,1.0,0,1,1,7,26,2
1.384,0.0,245.27,5.6,0,0,18,4,3,18
0.26,0.116,239.49,1.2,0,0,0,8,2,0
0.606,0.054,243.48,2.4,0,0,1,4,29,1
0.254,0.0,243.83,1.0,0,0,0,11,12,0
0.342,0.136,244.03,1.4,0,2,1,4,15,3
0.254,0.212,239.6,1.4,0,0,0,8,13,0
3.972,0.076,243.85,16.2,39,0,19,1,18,58
1.39,0.09,239.53,5.8,0,0,18,5,29,18
0.302,0.096,244.82,1.2,0,0,0,12,13,0
0.33,0.186,240.58,1.6,0,0,1,5,14,1
0.912,0.088,238.31,3.8,0,0,1,10,10,1
1.328,0.186,243.25,5.4,0,0,0,7,18,0
0.132,0.0,240.9,0.6,0,0,1,7,20,1
0.624,0.302,234.91,3.2,0,1,0,7,17,1
0.34,0.102,244.76,1.4,0,0,1,3,18,1
0.31,0.08,243.74,1.2,0,0,0,11,27,0
0.506,0.3,242.06,2.4,0,1,0,4,6,1
0.296,0.202,235.4,1.4,0,0,0,6,26,0
0.268,0.0,246.34,1.0,0,0,0,3,11,0
0.318,0.086,243.42,1.4,0,0,0,10,24,0
2.792,0.126,233.3,11.8,0,0,17,12,21,17
0.26,0.122,239.45,1.2,0,0,1,7,22,1
1.102,0.278,242.97,4.6,0,0,12,9,3,12
1.478,0.09,238.91,6.2,0,0,18,10,22,18
0.148,0.0,234.61,0.6,0,0,0,6,5,0
1.818,0.114,240.84,7.6,0,1,18,11,11,19
0.71,0.266,243.3,3.2,0,0,0,3,1,0
0.25,0.0,239.26,1.0,0,0,1,3,27,1
2.104,0.2,238.96,9.6,0,1,18,3,24,19
0.158,0.132,237.63,0.8,0,1,1,8,7,2
1.374,0.0,238.49,5.6,0,0,17,10,7,17
3.018,0.172,237.33,13.0,0,30,18,5,13,48
0.372,0.194,231.79,1.8,0,1,0,2,26,1
0.246,0.0,240.61,1.0,0,0,0,6,30,0
0.802,0.22,241.26,3.4,0,1,0,4,13,1
2.576,0.138,239.99,11.0,0,34,1,3,17,35
0.768,0.104,247.17,3.0,0,0,1,1,11,1
2.396,0.084,241.63,9.8,0,0,19,10,8,19
0.32,0.124,243.19,1.4,0,0,0,6,19,0
0.328,0.106,245.26,1.4,0,0,1,11,21,1
0.462,0.096,243.74,2.0,0,0,1,3,18,1
2.194,0.0,239.93,9.2,0,0,19,2,6,19
1.348,0.678,243.29,6.6,0,0,13,7,31,13
1.218,0.0,239.93,5.0,0,0,19,5,24,19
0.08,0.0,241.54,0.2,0,0,1,8,29,1
2.018,0.076,233.18,8.6,0,0,0,10,1,0
0.314,0.242,242.64,1.6,0,1,0,7,16,1
1.684,0.052,236.57,7.0,0,0,18,1,5,18
0.338,0.118,240.47,1.4,0,0,0,3,14,0
0.596,0.552,240.4,3.4,0,1,0,7,11,1
0.262,0.0,244.46,1.2,0,0,1,11,20,1
1.0,0.086,243.64,4.0,1,1,0,2,10,2
1.296,0.116,240.95,5.4,0,0,18,7,24,18
0.392,0.0,243.3,1.8,0,0,0,3,4,0
3.446,0.308,237.58,14.6,0,0,17,1,11,17
0.8,0.26,242.11,3.4,0,2,1,7,6,3
0.214,0.0,242.96,0.8,0,0,0,1,25,0
0.25,0.0,247.92,1.0,0,0,1,12,13,1
0.428,0.072,242.41,1.8,0,4,0,8,19,4
1.19,0.12,243.77,4.8,0,0,0,12,18,0
3.268,0.0,240.68,13.6,38,1,1,3,23,40
2.078,0.214,234.02,8.8,0,0,1,10,19,1
0.432,0.228,239.76,2.0,0,1,1,10,26,2
1.594,0.19,238.29,6.6,2,0,18,10,25,20
1.586,0.312,241.71,6.6,0,1,17,3,22,18
2.784,0.08,235.54,11.8,0,0,17,9,10,17
0.308,0.214,233.23,1.6,0,1,0,7,16,1
0.598,0.202,240.27,2.6,0,0,0,11,8,0
0.302,0.058,240.61,1.4,0,0,0,3,6,0
0.294,0.06,239.71,1.2,0,1,0,10,6,1
0.926,0.268,241.11,4.0,0,1,12,7,25,13
2.264,0.0,237.23,9.4,0,0,17,12,31,17
1.626,0.228,242.37,6.6,0,1,19,1,29,20
0.292,0.104,243.15,1.2,0,1,0,2,24,1
4.344,0.21,237.11,18.2,0,0,17,1,27,17
0.288,0.104,240.51,1.2,0,1,0,4,12,1
0.312,0.068,242.19,1.2,0,0,0,5,14,0
1.706,0.066,238.54,7.0,1,1,17,10,12,19
1.292,0.114,241.33,5.2,0,0,18,6,10,18
1.618,0.092,238.47,6.8,0,0,17,12,31,17
